GENE	ENSG
ENSG00000279191	ENSG00000279191
PWAR5	ENSG00000279192
AC026336.4	ENSG00000279193
AC135048.4	ENSG00000279196
AC010608.2	ENSG00000279197
AC008894.3	ENSG00000279198
AC068669.1	ENSG00000279199
AC020558.5	ENSG00000279200
AC130448.1	ENSG00000279202
AC005785.2	ENSG00000279203
AC134043.3	ENSG00000279204
AC092162.3	ENSG00000279205
AC004943.3	ENSG00000279206
AC015813.6	ENSG00000279207
CR381653.2	ENSG00000279208
AP001002.1	ENSG00000279209
AC124864.2	ENSG00000279211
AL390961.3	ENSG00000279212
SNX18P10	ENSG00000279213
AL109659.3	ENSG00000279214
Z95114.1	ENSG00000279217
AC006037.2	ENSG00000279218
ENSG00000279219	ENSG00000279219
GPR1-AS	ENSG00000279220
AC068254.2	ENSG00000279221
AC025183.3	ENSG00000279222
AC138305.3	ENSG00000279225
FP236240.2	ENSG00000279226
AC009303.4	ENSG00000279227
ENSG00000279229	ENSG00000279229
ENSG00000279230	ENSG00000279230
AL356585.3	ENSG00000279231
AC008522.1	ENSG00000279232
AC122688.3	ENSG00000279233
AC011944.2	ENSG00000279235
AC064801.2	ENSG00000279236
AL161773.1	ENSG00000279237
ENSG00000279238	ENSG00000279238
LINC02736	ENSG00000279243
ENSG00000279244	ENSG00000279244
AP003108.3	ENSG00000279246
AC007614.1	ENSG00000279249
AC022919.1	ENSG00000279250
AC015726.3	ENSG00000279251
ENSG00000279252	ENSG00000279252
AL121753.2	ENSG00000279253
AC020604.1	ENSG00000279254
Z97653.2	ENSG00000279255
AL442639.1	ENSG00000279256
AC087741.3	ENSG00000279259
AL360294.1	ENSG00000279261
AC000123.2	ENSG00000279265
AC068860.1	ENSG00000279266
AL078621.3	ENSG00000279267
AC068213.1	ENSG00000279268
AP003072.3	ENSG00000279269
AP006248.2	ENSG00000279271
ENSG00000279272	ENSG00000279272
AC120024.4	ENSG00000279273
AP002505.2	ENSG00000279275
AC130454.1	ENSG00000279276
AC012020.1	ENSG00000279277
AC245060.6	ENSG00000279278
AC015883.1	ENSG00000279281
ENSG00000279282	ENSG00000279282
AC131009.4	ENSG00000279283
AL136967.1	ENSG00000279284
AP005264.6	ENSG00000279285
AL133373.2	ENSG00000279286
AC073346.2	ENSG00000279288
AL136164.3	ENSG00000279289
AC092135.1	ENSG00000279294
AP001541.1	ENSG00000279295
PRAL	ENSG00000279296
AP000720.1	ENSG00000279297
Z99916.3	ENSG00000279298
AP000648.3	ENSG00000279299
AC008761.3	ENSG00000279300
AC013643.3	ENSG00000279302
AP003072.4	ENSG00000279304
AC134026.2	ENSG00000279305
AL139288.2	ENSG00000279306
AC012065.5	ENSG00000279307
AC073530.2	ENSG00000279310
AC092999.1	ENSG00000279311
ENSG00000279312	ENSG00000279312
AC002525.1	ENSG00000279314
AL158212.4	ENSG00000279315
AC006994.2	ENSG00000279317
AC105074.1	ENSG00000279319
AC069528.2	ENSG00000279320
AL035252.5	ENSG00000279322
AL136359.1	ENSG00000279325
AC004972.1	ENSG00000279326
AC073439.1	ENSG00000279328
AC020910.6	ENSG00000279329
AJ003147.3	ENSG00000279330
RBM12B-AS1	ENSG00000279331
AC090772.5	ENSG00000279332
AC073592.6	ENSG00000279334
ENSG00000279335	ENSG00000279335
AL353662.3	ENSG00000279336
AC127024.7	ENSG00000279337
ENSG00000279338	ENSG00000279338
AC100788.2	ENSG00000279339
AC090617.7	ENSG00000279340
AP000756.1	ENSG00000279341
AP000866.6	ENSG00000279342
AC127071.1	ENSG00000279343
AC007342.6	ENSG00000279344
Z98885.3	ENSG00000279345
AC021945.1	ENSG00000279347
AC012513.3	ENSG00000279348
AC092692.1	ENSG00000279349
AC006557.6	ENSG00000279352
AP001324.3	ENSG00000279353
ENSG00000279355	ENSG00000279355
AC007610.6	ENSG00000279356
AC007224.2	ENSG00000279357
AP002833.3	ENSG00000279358
AL359195.2	ENSG00000279359
AC007546.2	ENSG00000279360
AC079331.1	ENSG00000279361
ENSG00000279363	ENSG00000279363
AP000695.3	ENSG00000279365
AC102797.2	ENSG00000279367
AL031123.3	ENSG00000279368
AC046185.3	ENSG00000279369
AC004777.1	ENSG00000279370
AC137723.1	ENSG00000279372
AC027228.3	ENSG00000279373
AC244517.7	ENSG00000279375
AC092435.4	ENSG00000279376
AC003973.2	ENSG00000279377
AC009159.4	ENSG00000279378
ENSG00000279380	ENSG00000279380
CR392039.2	ENSG00000279381
AC018665.1	ENSG00000279382
AC080188.2	ENSG00000279384
AC021106.3	ENSG00000279386
AC011474.4	ENSG00000279387
AC073578.3	ENSG00000279388
AF127577.6	ENSG00000279390
AC116456.2	ENSG00000279391
AL158801.6	ENSG00000279392
AL139005.1	ENSG00000279393
AC015871.4	ENSG00000279394
ENSG00000279396	ENSG00000279396
AC018445.2	ENSG00000279397
AL078596.1	ENSG00000279398
AC008957.3	ENSG00000279400
AL133383.4	ENSG00000279401
AC008739.5	ENSG00000279404
AC004696.2	ENSG00000279405
AL359183.1	ENSG00000279406
AC007191.1	ENSG00000279407
AC020658.6	ENSG00000279409
AC099494.1	ENSG00000279410
AC020763.3	ENSG00000279412
AC112497.2	ENSG00000279413
CR392039.3	ENSG00000279414
AC099494.2	ENSG00000279415
AC099689.1	ENSG00000279416
AC019322.6	ENSG00000279417
LINC00244	ENSG00000279418
AC004925.1	ENSG00000279419
AC138627.2	ENSG00000279420
AC067863.2	ENSG00000279421
AC231657.1	ENSG00000279422
ENSG00000279424	ENSG00000279424
AC092279.3	ENSG00000279425
AC243312.1	ENSG00000279426
AC007490.1	ENSG00000279427
AC087164.2	ENSG00000279428
AC004009.2	ENSG00000279429
AL590560.4	ENSG00000279430
AC011840.5	ENSG00000279431
AC015799.1	ENSG00000279432
AC018529.3	ENSG00000279433
AL049776.1	ENSG00000279434
ENSG00000279435	ENSG00000279435
Z82170.1	ENSG00000279437
AC105114.1	ENSG00000279439
AL008638.3	ENSG00000279440
AP000542.2	ENSG00000279442
AL513497.1	ENSG00000279443
AC135584.1	ENSG00000279444
AC135068.4	ENSG00000279445
AC005915.1	ENSG00000279446
AL118508.3	ENSG00000279447
ENSG00000279448	ENSG00000279448
AC006277.1	ENSG00000279452
Z99129.4	ENSG00000279453
AP003499.6	ENSG00000279454
AC117500.5	ENSG00000279455
AL353763.1	ENSG00000279456
WASH9P	ENSG00000279457
AC244230.1	ENSG00000279458
AP001271.2	ENSG00000279459
AC112243.1	ENSG00000279460
AC005480.2	ENSG00000279461
AC093028.1	ENSG00000279462
AL159972.1	ENSG00000279463
AC096720.2	ENSG00000279464
AC090950.2	ENSG00000279465
AC073911.1	ENSG00000279466
AP000350.7	ENSG00000279467
ENSG00000279468	ENSG00000279468
AC109454.4	ENSG00000279469
AC091903.1	ENSG00000279470
ENSG00000279471	ENSG00000279471
AC125437.2	ENSG00000279474
AC087894.2	ENSG00000279475
AC092139.3	ENSG00000279476
AC127071.2	ENSG00000279478
AP005205.3	ENSG00000279479
AC138466.4	ENSG00000279480
AC104791.2	ENSG00000279481
AC007683.2	ENSG00000279482
AC090498.1	ENSG00000279483
KLHL30-AS1	ENSG00000279484
AC016734.2	ENSG00000279485
ENSG00000279487	ENSG00000279487
AC004623.1	ENSG00000279488
AL355377.2	ENSG00000279489
AC109446.4	ENSG00000279490
AP003733.3	ENSG00000279491
AL117328.3	ENSG00000279494
AL928654.4	ENSG00000279495
ENSG00000279496	ENSG00000279496
AP003784.1	ENSG00000279497
AL356121.2	ENSG00000279498
AL157770.1	ENSG00000279499
AC108704.2	ENSG00000279500
CR392039.4	ENSG00000279501
AC016542.2	ENSG00000279502
AL353649.1	ENSG00000279503
AC112484.4	ENSG00000279507
ENSG00000279508	ENSG00000279508
AC007494.3	ENSG00000279509
ENSG00000279510	ENSG00000279510
AL356274.2	ENSG00000279511
AC011755.1	ENSG00000279512
AL157902.2	ENSG00000279513
FAM230C	ENSG00000279516
AC083843.4	ENSG00000279518
AC007382.1	ENSG00000279519
AC093525.8	ENSG00000279520
AL359396.2	ENSG00000279521
ENSG00000279522	ENSG00000279522
AC040168.2	ENSG00000279523
ENSG00000279524	ENSG00000279524
AC002451.2	ENSG00000279525
AC011239.2	ENSG00000279526
AC073592.7	ENSG00000279527
AC115618.3	ENSG00000279528
AC008764.8	ENSG00000279529
AC092881.1	ENSG00000279530
AC002094.5	ENSG00000279532
ENSG00000279533	ENSG00000279533
AP001340.1	ENSG00000279534
AC093458.2	ENSG00000279536
AC020658.7	ENSG00000279537
ENSG00000279538	ENSG00000279538
AC006486.2	ENSG00000279539
AC005261.6	ENSG00000279541
AC015908.5	ENSG00000279542
AC129908.1	ENSG00000279543
AL133243.4	ENSG00000279544
ENSG00000279546	ENSG00000279546
ENSG00000279547	ENSG00000279547
AL022323.4	ENSG00000279548
AP000437.1	ENSG00000279549
AL359757.1	ENSG00000279550
AC025263.3	ENSG00000279551
AC130448.2	ENSG00000279554
AC091181.1	ENSG00000279555
AC010435.1	ENSG00000279557
AC244517.9	ENSG00000279558
ENSG00000279560	ENSG00000279560
AL845472.2	ENSG00000279561
AL121835.2	ENSG00000279565
AC005703.5	ENSG00000279567
AC093525.9	ENSG00000279568
AC020763.4	ENSG00000279569
AC099804.1	ENSG00000279570
AL162426.1	ENSG00000279571
AC021683.4	ENSG00000279572
AC134407.2	ENSG00000279573
AL583859.2	ENSG00000279575
AC004899.2	ENSG00000279578
LINC01666	ENSG00000279579
AC073862.2	ENSG00000279581
ENSG00000279582	ENSG00000279582
AC009086.2	ENSG00000279583
AC005593.1	ENSG00000279584
AP000711.1	ENSG00000279586
AC006963.2	ENSG00000279587
AC087762.2	ENSG00000279588
AC079416.3	ENSG00000279589
AC005786.4	ENSG00000279590
AC002044.2	ENSG00000279591
AC010653.2	ENSG00000279592
AL132642.2	ENSG00000279593
AL049780.3	ENSG00000279594
AC126335.2	ENSG00000279595
AL031593.1	ENSG00000279597
AC009948.4	ENSG00000279598
AC005514.1	ENSG00000279599
AC015804.1	ENSG00000279600
AC005052.1	ENSG00000279601
AC109326.1	ENSG00000279602
AP000720.2	ENSG00000279603
AC067930.5	ENSG00000279605
AC006600.2	ENSG00000279606
AL358613.2	ENSG00000279607
AL353795.3	ENSG00000279608
AL158070.2	ENSG00000279609
C20orf181	ENSG00000279610
AC012313.10	ENSG00000279611
AC124283.5	ENSG00000279613
AL096817.1	ENSG00000279616
AC005796.1	ENSG00000279617
AC020907.5	ENSG00000279619
AC099494.3	ENSG00000279620
AC025280.2	ENSG00000279622
AL359697.1	ENSG00000279623
ENSG00000279624	ENSG00000279624
AL591122.1	ENSG00000279625
AC131280.1	ENSG00000279628
AC048380.3	ENSG00000279629
AL158211.5	ENSG00000279631
AP003108.4	ENSG00000279632
AL137918.1	ENSG00000279633
AL132989.2	ENSG00000279636
AC018445.3	ENSG00000279637
AC135068.5	ENSG00000279639
AC138466.5	ENSG00000279640
AC120057.3	ENSG00000279641
AL023973.1	ENSG00000279642
ENSG00000279644	ENSG00000279644
ENSG00000279645	ENSG00000279645
ENSG00000279646	ENSG00000279646
AP000432.2	ENSG00000279648
AC020978.9	ENSG00000279649
Z82217.1	ENSG00000279652
AC004678.2	ENSG00000279653
ENSG00000279654	ENSG00000279654
AC004009.3	ENSG00000279655
AL132780.4	ENSG00000279656
AC110491.2	ENSG00000279658
AL451064.2	ENSG00000279659
AC005703.6	ENSG00000279660
AC131649.2	ENSG00000279662
AC104623.2	ENSG00000279663
ENSG00000279664	ENSG00000279664
AC012100.3	ENSG00000279665
AL603839.4	ENSG00000279667
AC024610.2	ENSG00000279668
AC079801.1	ENSG00000279669
AL359922.3	ENSG00000279670
AP006621.5	ENSG00000279672
AC092919.3	ENSG00000279673
AC123769.1	ENSG00000279674
AC080100.1	ENSG00000279675
AC011483.3	ENSG00000279676
AL162377.2	ENSG00000279677
AC090386.2	ENSG00000279678
AC091925.2	ENSG00000279679
AC092135.2	ENSG00000279681
AC090517.3	ENSG00000279683
AP003969.2	ENSG00000279684
MAPT-IT1	ENSG00000279685
AC142391.1	ENSG00000279686
FP565260.5	ENSG00000279687
AQP7P3	ENSG00000279688
AC022400.9	ENSG00000279689
AP000280.1	ENSG00000279690
AC113410.4	ENSG00000279691
AC110285.6	ENSG00000279692
AC099521.3	ENSG00000279693
AC011270.2	ENSG00000279694
AL359757.2	ENSG00000279695
AP001273.1	ENSG00000279696
AC027335.2	ENSG00000279698
AC004264.2	ENSG00000279699
AC131212.2	ENSG00000279700
AL356266.1	ENSG00000279702
AC092701.2	ENSG00000279705
AL353608.4	ENSG00000279706
AC120349.3	ENSG00000279707
AC133637.1	ENSG00000279708
AP004782.1	ENSG00000279711
FP325330.3	ENSG00000279712
AC080038.4	ENSG00000279713
Z95114.2	ENSG00000279714
AL161912.4	ENSG00000279715
AC006128.1	ENSG00000279716
AC005336.3	ENSG00000279717
SNX18P12	ENSG00000279718
SOWAHCP2	ENSG00000279720
AC018737.2	ENSG00000279721
AC007342.7	ENSG00000279722
AL391005.1	ENSG00000279725
AC005609.5	ENSG00000279726
LINC02033	ENSG00000279727
KMT5AP1	ENSG00000279730
AC090506.2	ENSG00000279734
AC124312.4	ENSG00000279735
AC112204.3	ENSG00000279737
AL022311.1	ENSG00000279738
AC011369.2	ENSG00000279739
AC007342.8	ENSG00000279741
AP000974.1	ENSG00000279742
AC002090.1	ENSG00000279743
AC132938.6	ENSG00000279744
ENSG00000279745	ENSG00000279745
AC092850.1	ENSG00000279746
AC008764.9	ENSG00000279748
AC239585.2	ENSG00000279750
AC011389.3	ENSG00000279752
AL162376.1	ENSG00000279754
AC012317.2	ENSG00000279756
AC132068.1	ENSG00000279757
AC105339.5	ENSG00000279758
AC118344.4	ENSG00000279759
AC005899.9	ENSG00000279762
AC009102.3	ENSG00000279764
AC013394.1	ENSG00000279765
AC067931.1	ENSG00000279766
CU639417.2	ENSG00000279769
LINC00552	ENSG00000279770
AP000997.4	ENSG00000279771
AC026422.1	ENSG00000279772
AL050303.3	ENSG00000279773
AL590483.3	ENSG00000279774
ENSG00000279777	ENSG00000279777
AL445437.1	ENSG00000279778
AC009039.2	ENSG00000279779
AC138907.9	ENSG00000279780
AC079336.6	ENSG00000279781
AC018692.3	ENSG00000279783
FP236315.3	ENSG00000279784
AC008267.8	ENSG00000279785
AC105235.1	ENSG00000279786
AC120114.3	ENSG00000279789
AL590552.1	ENSG00000279790
AC018892.3	ENSG00000279791
AC015909.5	ENSG00000279792
AC024580.2	ENSG00000279794
AC138907.10	ENSG00000279795
AL133384.2	ENSG00000279796
LINC02339	ENSG00000279797
AC018659.8	ENSG00000279798
AC006077.2	ENSG00000279799
BCLAF1P2	ENSG00000279800
AC111170.4	ENSG00000279801
ENSG00000279802	ENSG00000279802
AC009090.5	ENSG00000279803
PRAMEF18	ENSG00000279804
Z95114.3	ENSG00000279805
AC018629.1	ENSG00000279806
AC011472.5	ENSG00000279807
ENSG00000279808	ENSG00000279808
AL109924.3	ENSG00000279810
AC093330.2	ENSG00000279811
AC120057.4	ENSG00000279812
AC010997.6	ENSG00000279814
AC020763.5	ENSG00000279815
ENSG00000279816	ENSG00000279816
AC073911.2	ENSG00000279817
AP002991.1	ENSG00000279818
AL390318.1	ENSG00000279819
AC145098.2	ENSG00000279821
AC016397.2	ENSG00000279822
AC003957.1	ENSG00000279825
AC136469.2	ENSG00000279827
AL031846.2	ENSG00000279833
AC068870.3	ENSG00000279834
AL121785.1	ENSG00000279835
AC112694.2	ENSG00000279837
AL356273.6	ENSG00000279838
AL512383.1	ENSG00000279839
AC004801.7	ENSG00000279840
AC092135.3	ENSG00000279841
ENSG00000279843	ENSG00000279843
AC097372.2	ENSG00000279845
AC015660.4	ENSG00000279846
C8orf87	ENSG00000279847
ENSG00000279849	ENSG00000279849
CR382287.2	ENSG00000279851
AC083964.2	ENSG00000279852
AC004453.2	ENSG00000279853
AC106733.1	ENSG00000279856
AC068880.4	ENSG00000279858
AC093323.2	ENSG00000279859
AC073548.1	ENSG00000279861
AC092964.1	ENSG00000279862
AC069547.1	ENSG00000279863
AC124864.3	ENSG00000279864
AC006511.4	ENSG00000279865
ENSG00000279866	ENSG00000279866
LINC01126	ENSG00000279873
AC074029.4	ENSG00000279875
AC079248.3	ENSG00000279876
ENSG00000279877	ENSG00000279877
AP003108.5	ENSG00000279878
AC091152.4	ENSG00000279879
AC134407.3	ENSG00000279880
AC041040.1	ENSG00000279881
AC112702.1	ENSG00000279882
AC010480.1	ENSG00000279883
AC010894.5	ENSG00000279884
AP005060.1	ENSG00000279885
AC087645.3	ENSG00000279886
AC046158.4	ENSG00000279887
ENSG00000279888	ENSG00000279888
AC012183.1	ENSG00000279889
AC022498.2	ENSG00000279891
Z73965.1	ENSG00000279894
BIRC6-AS2	ENSG00000279897
AP001767.4	ENSG00000279900
AC092117.2	ENSG00000279901
AP006248.3	ENSG00000279903
AC068057.3	ENSG00000279904
AC063926.3	ENSG00000279905
ENSG00000279906	ENSG00000279906
AC018695.7	ENSG00000279907
AC026748.1	ENSG00000279908
ENSG00000279909	ENSG00000279909
AL731532.1	ENSG00000279910
AC068448.2	ENSG00000279912
AP001962.1	ENSG00000279913
AL008638.5	ENSG00000279914
AC079331.2	ENSG00000279917
AC068880.5	ENSG00000279919
LINC01651	ENSG00000279920
ENSG00000279921	ENSG00000279921
AC022417.1	ENSG00000279923
AL356585.4	ENSG00000279924
AL138831.3	ENSG00000279926
Z95114.4	ENSG00000279927
FO538757.1	ENSG00000279928
AL354796.1	ENSG00000279929
AL032819.2	ENSG00000279930
AP006248.4	ENSG00000279932
AL031595.1	ENSG00000279933
AL353611.2	ENSG00000279935
AC008806.1	ENSG00000279936
ENSG00000279937	ENSG00000279937
AC073862.3	ENSG00000279940
AL353597.3	ENSG00000279942
AC110771.1	ENSG00000279943
AC013489.3	ENSG00000279945
AC244034.3	ENSG00000279946
AC008895.1	ENSG00000279948
AC022784.6	ENSG00000279949
AL138688.2	ENSG00000279951
AC068787.1	ENSG00000279952
AC117503.3	ENSG00000279953
BX324167.2	ENSG00000279954
AC073082.1	ENSG00000279956
AC110769.3	ENSG00000279957
AC024580.3	ENSG00000279959
AL137783.1	ENSG00000279960
AP001525.1	ENSG00000279962
ENSG00000279963	ENSG00000279963
AC009949.1	ENSG00000279964
AL390755.2	ENSG00000279965
AC008626.2	ENSG00000279966
GVQW2	ENSG00000279968
AC023024.2	ENSG00000279970
AC020910.7	ENSG00000279971
AL356596.1	ENSG00000279972
CU104787.1	ENSG00000279973
ENSG00000279975	ENSG00000279975
AC073862.4	ENSG00000279976
AC008764.10	ENSG00000279977
ENSG00000279978	ENSG00000279978
AC018946.2	ENSG00000279980
AC018445.4	ENSG00000279981
AL162274.3	ENSG00000279982
AC008498.2	ENSG00000279985
ENSG00000279986	ENSG00000279986
AC008103.1	ENSG00000279987
ENSG00000279988	ENSG00000279988
AC011815.3	ENSG00000279989
AC009044.1	ENSG00000279991
AC078925.3	ENSG00000279993
AC017037.4	ENSG00000279994
AC139792.3	ENSG00000279995
AC004491.1	ENSG00000279996
AC133485.6	ENSG00000279997
FP475955.3	ENSG00000279998
ENSG00000279999	ENSG00000279999
AC009135.2	ENSG00000280000
AC078925.4	ENSG00000280002
AC097637.2	ENSG00000280003
AC005086.4	ENSG00000280004
AC079298.2	ENSG00000280005
ENSG00000280006	ENSG00000280006
AC008079.1	ENSG00000280007
ENSG00000280008	ENSG00000280008
AP001350.2	ENSG00000280010
AL031595.2	ENSG00000280011
RPL23AP61	ENSG00000280012
AC243960.7	ENSG00000280014
AC091905.4	ENSG00000280016
CU634019.6	ENSG00000280018
AC116407.3	ENSG00000280020
AC126544.1	ENSG00000280022
AD000813.1	ENSG00000280023
AL008638.6	ENSG00000280025
AC007342.9	ENSG00000280027
AC007431.3	ENSG00000280028
AC244517.11	ENSG00000280029
AP002800.1	ENSG00000280032
AC116407.4	ENSG00000280033
AC011676.5	ENSG00000280035
AC020661.4	ENSG00000280036
AC092653.2	ENSG00000280037
DNM1P41	ENSG00000280038
RN7SKP23	ENSG00000280039
AC095031.1	ENSG00000280040
AC022336.4	ENSG00000280042
AC118282.4	ENSG00000280043
AC104581.4	ENSG00000280046
AC091825.3	ENSG00000280047
AC012409.5	ENSG00000280048
AC079597.1	ENSG00000280049
AC011199.1	ENSG00000280053
AC004241.5	ENSG00000280054
TMEM75	ENSG00000280055
AL022069.2	ENSG00000280057
AC093831.2	ENSG00000280059
AL512506.2	ENSG00000280060
AC011504.1	ENSG00000280061
AL031719.1	ENSG00000280062
AC012676.5	ENSG00000280063
ENSG00000280065	ENSG00000280065
AC023818.1	ENSG00000280067
AC138965.3	ENSG00000280068
AC127024.8	ENSG00000280069
AL049833.3	ENSG00000280070
GATD3B	ENSG00000280071
AL157996.1	ENSG00000280073
ENSG00000280074	ENSG00000280074
ENSG00000280075	ENSG00000280075
ENSG00000280076	ENSG00000280076
AL353763.2	ENSG00000280077
AC016526.3	ENSG00000280078
AC011447.7	ENSG00000280079
TBC1D22A-AS1	ENSG00000280080
LINC01667	ENSG00000280081
AF246928.1	ENSG00000280082
AC079777.1	ENSG00000280083
AC026887.1	ENSG00000280086
AC011481.3	ENSG00000280087
AC126474.2	ENSG00000280088
AP000590.2	ENSG00000280089
AC020895.2	ENSG00000280091
AC002044.3	ENSG00000280092
CU639417.4	ENSG00000280095
AC073592.8	ENSG00000280097
AL603750.1	ENSG00000280099
ENSG00000280102	ENSG00000280102
AC007792.1	ENSG00000280103
AC009487.4	ENSG00000280105
AC008555.7	ENSG00000280106
AL022393.1	ENSG00000280107
AJ239318.1	ENSG00000280108
PLAC4	ENSG00000280109
ENSG00000280111	ENSG00000280111
AL357140.3	ENSG00000280113
AL021920.2	ENSG00000280114
AC231657.2	ENSG00000280116
AC122688.4	ENSG00000280117
AC090983.1	ENSG00000280118
AC093642.2	ENSG00000280119
AC073857.1	ENSG00000280120
AC010335.3	ENSG00000280121
AC016168.4	ENSG00000280122
ENSG00000280123	ENSG00000280123
AC069542.2	ENSG00000280126
ENSG00000280127	ENSG00000280127
AL662795.2	ENSG00000280128
AL132780.5	ENSG00000280129
ENSG00000280130	ENSG00000280130
AC027348.2	ENSG00000280131
AC026471.6	ENSG00000280132
AL731532.2	ENSG00000280134
AL096816.1	ENSG00000280135
AC240565.3	ENSG00000280136
AC116348.6	ENSG00000280137
AC027290.3	ENSG00000280138
AC098679.4	ENSG00000280140
AP000892.4	ENSG00000280143
CU638689.4	ENSG00000280145
AC004877.2	ENSG00000280149
AC148477.9	ENSG00000280150
ENSG00000280151	ENSG00000280151
AC009078.3	ENSG00000280152
AC133065.3	ENSG00000280153
AL021408.2	ENSG00000280155
ENSG00000280156	ENSG00000280156
AL359510.2	ENSG00000280157
AC016583.1	ENSG00000280159
AC135050.7	ENSG00000280160
AC022413.2	ENSG00000280161
AL136531.3	ENSG00000280162
AC040160.3	ENSG00000280163
CU638689.5	ENSG00000280164
PCDH20	ENSG00000280165
AC016542.3	ENSG00000280166
AP000943.3	ENSG00000280167
AC005274.1	ENSG00000280168
AL136526.1	ENSG00000280169
ENSG00000280170	ENSG00000280170
AC010329.5	ENSG00000280171
AC104447.1	ENSG00000280173
ENSG00000280175	ENSG00000280175
AC012486.1	ENSG00000280176
AC004408.2	ENSG00000280177
AC023824.6	ENSG00000280180
AC025262.2	ENSG00000280181
AC131888.1	ENSG00000280182
AC067852.4	ENSG00000280183
AL023806.3	ENSG00000280184
AL359258.3	ENSG00000280186
AC022107.1	ENSG00000280187
ENSG00000280188	ENSG00000280188
AC007614.2	ENSG00000280189
AC027279.4	ENSG00000280190
LINC01669	ENSG00000280191
AC132219.2	ENSG00000280193
AD000864.1	ENSG00000280194
AC245140.2	ENSG00000280195
AC055717.3	ENSG00000280196
C18orf12	ENSG00000280197
AC087163.3	ENSG00000280198
AC073862.5	ENSG00000280200
AC005831.1	ENSG00000280202
AC009716.2	ENSG00000280205
AC026401.3	ENSG00000280206
AC106795.5	ENSG00000280207
GGT4P	ENSG00000280208
AC106886.5	ENSG00000280211
AC012254.5	ENSG00000280212
UCKL1-AS1	ENSG00000280213
AC027682.7	ENSG00000280214
AL022326.2	ENSG00000280216
AC126564.1	ENSG00000280217
AC093908.1	ENSG00000280219
AL157414.3	ENSG00000280220
ENSG00000280221	ENSG00000280221
AL365209.1	ENSG00000280222
AL008636.1	ENSG00000280224
AC237221.2	ENSG00000280225
ENSG00000280226	ENSG00000280226
AC079416.4	ENSG00000280227
AC079753.1	ENSG00000280228
AL161658.1	ENSG00000280229
ENSG00000280230	ENSG00000280230
AL031719.2	ENSG00000280231
AL589666.2	ENSG00000280232
AC015813.7	ENSG00000280233
AC124303.2	ENSG00000280234
ENSG00000280237	ENSG00000280237
AC022400.10	ENSG00000280238
AC011498.7	ENSG00000280239
ENSG00000280240	ENSG00000280240
AC079298.3	ENSG00000280241
AL450226.2	ENSG00000280242
MTCO1P1	ENSG00000280243
AL512356.3	ENSG00000280244
AC079336.7	ENSG00000280245
ENSG00000280246	ENSG00000280246
AC005578.1	ENSG00000280247
AC124319.3	ENSG00000280248
AL691477.1	ENSG00000280249
AC097372.3	ENSG00000280250
ENSG00000280252	ENSG00000280252
AC233723.2	ENSG00000280254
AC004947.2	ENSG00000280255
AC007741.1	ENSG00000280257
ENSG00000280258	ENSG00000280258
ENSG00000280260	ENSG00000280260
AC093671.1	ENSG00000280262
ENSG00000280264	ENSG00000280264
AC130456.7	ENSG00000280265
AC006372.4	ENSG00000280266
AC025125.1	ENSG00000280268
